country,Year,Flood Deaths Per Year,GDP Yearly Growth,Natural Gas Production
Libya,1991,0,-3.88,5.53M
Libya,1992,0,-4.21,5.2M
Libya,1993,0,-0.844,5.22M
Libya,1994,0,1.04,5.18M
Libya,1995,0,5.49,5.24M
Libya,1996,0,6.5,5.37M
Libya,1997,0,-3.23,5.2M
Libya,1998,0,1.49,4.25M
Libya,1999,0,3.85,4.8M
Libya,2000,0,6.38,5.05M
Libya,2001,0,1.88,4.82M
Libya,2002,0,6.45,4.49M
Libya,2003,0,5.61,6.58M
Libya,2004,0,7.01,9.23M
Libya,2005,0,6.5,10.8M
Mexico,1970,0,3.61,9.39M
Mexico,1971,100k,8.19,9.76M
Mexico,1972,150k,7.93,10.6M
Mexico,1973,0,5.8,11.1M
Mexico,1974,0,5.73,11.3M
Mexico,1975,0,4.42,11.1M
Mexico,1976,0,3.43,11.8M
Mexico,1977,7010,9.18,14.7M
Mexico,1978,60k,9.85,17.9M
Mexico,1979,100k,9.27,21.6M
Mexico,1980,0,8.5,23.3M
Mexico,1981,5230,-0.79,24.8M
Mexico,1982,0,-3.82,25M
Mexico,1983,20k,3.26,24.6M
Mexico,1984,0,2.1,23.9M
Mexico,1985,20,-3.19,21.2M
Mexico,1986,228,1.79,21.6M
Mexico,1987,0,1.38,21.8M
Mexico,1988,40,4.26,21M
Mexico,1989,17.9k,5.32,22.7M
Mexico,1990,44k,4.29,23M
Mexico,1991,0,3.58,22.3M
Mexico,1992,261k,1.92,23.9M
Mexico,1993,0,4.47,25.1M
Mexico,1994,0,-6.4,25.1M
Mexico,1995,9000,5.36,26.5M
Mexico,1996,0,7.09,26.7M
Mexico,1997,30.4k,5.19,28.3M
Mexico,1998,619k,4.07,29.4M
Mexico,1999,2140,6.71,28.7M
Mexico,2000,21,0.147,28.5M
Mexico,2001,7040,1.09,29M
Mexico,2002,53.9k,1.57,30M
Mexico,2003,4130,4.42,31.8M
Mexico,2004,14k,3.05,38.1M
Mexico,2005,0,5.05,41.7M
Myanmar,1970,0,3.79,12.2k
Myanmar,1971,0,1.27,13.1k
Myanmar,1972,0,0.196,15.8k
Myanmar,1973,1.4M,5.83,142k
Myanmar,1974,0,4.74,152k
Myanmar,1975,200k,6.63,211k
Myanmar,1976,3000,6.47,194k
Myanmar,1977,0,7.19,228k
Myanmar,1978,10k,5.12,228k
Myanmar,1979,0,8.59,296k
Myanmar,1980,0,5.83,355k
Myanmar,1981,0,5.49,380k
Myanmar,1982,0,4.3,507k
Myanmar,1983,0,4.82,541k
Myanmar,1984,0,2.78,777k
Myanmar,1985,0,-1.07,904k
Myanmar,1986,0,-3.97,1.01M
Myanmar,1987,0,-11.2,879k
Myanmar,1988,0,3.96,921k
Myanmar,1989,0,3.04,718k
Myanmar,1990,360k,-0.429,727k
Myanmar,1991,4630,3.92,735k
Myanmar,1992,0,2.81,929k
Myanmar,1993,0,3.1,1.21M
Myanmar,1994,32k,2.97,1.39M
Myanmar,1995,0,2.89,1.35M
Myanmar,1996,138k,2.73,1.28M
Myanmar,1997,0,2.7,1.49M
Myanmar,1998,50k,4.04,1.45M
Myanmar,1999,0,4.65,2.87M
Myanmar,2000,3800,3.75,5.91M
Myanmar,2001,50k,3.76,7.1M
Myanmar,2002,0,4.17,8.11M
Myanmar,2003,0,3.81,8.62M
Myanmar,2004,0,0.0419,10.3M
Myanmar,2005,10k,11.5,10.6M
Malaysia,1970,0,7.5,71.3k
Malaysia,1971,0,7.61,99.8k
Malaysia,1972,0,14.6,99.8k
Malaysia,1973,0,7.55,208k
Malaysia,1974,0,0.859,251k
Malaysia,1975,0,12.5,299k
Malaysia,1976,0,8.14,273k
Malaysia,1977,3000,8.79,2.03M
Malaysia,1978,0,8.19,2.52M
Malaysia,1979,0,8.37,2.25M
Malaysia,1980,0,7.18,1.89M
Malaysia,1981,0,6.06,2.38M
Malaysia,1982,15k,6.32,5.74M
Malaysia,1983,0,8.04,8.71M
Malaysia,1984,0,-0.787,9.63M
Malaysia,1985,25k,1.61,12.9M
Malaysia,1986,2580,5.83,14M
Malaysia,1987,60k,9.41,14.5M
Malaysia,1988,0,10,15.6M
Malaysia,1989,0,10.2,15.5M
Malaysia,1990,0,10,18.4M
Malaysia,1991,0,9.25,19.3M
Malaysia,1992,25k,10.2,20.7M
Malaysia,1993,0,9.48,22M
Malaysia,1994,0,10.2,24.3M
Malaysia,1995,418,10.4,31.1M
Malaysia,1996,0,7.7,35.5M
Malaysia,1997,2500,-7.04,35.4M
Malaysia,1998,2000,6.48,36.3M
Malaysia,1999,8010,8.91,42.7M
Malaysia,2000,33.2k,0.667,42.2M
Malaysia,2001,0,4.47,43.5M
Malaysia,2002,18.8k,6.13,45.3M
Malaysia,2003,31.1k,7.15,51.7M
Malaysia,2004,30.6k,5.17,58.2M
Malaysia,2005,107k,6.13,58M
Nigeria,1970,0,14.2,168k
Nigeria,1971,0,3.36,225k
Nigeria,1972,0,5.39,345k
Nigeria,1973,0,11.2,322k
Nigeria,1974,0,-5.23,288k
Nigeria,1975,0,9.04,535k
Nigeria,1976,0,6.02,705k
Nigeria,1977,0,-5.76,854k
Nigeria,1978,0,6.76,1.13M
Nigeria,1979,0,4.21,1.36M
Nigeria,1980,0,-13.1,2M
Nigeria,1981,0,-1.05,2.09M
Nigeria,1982,0,-5.05,2.37M
Nigeria,1983,0,-2.02,2.28M
Nigeria,1984,6000,8.32,2.16M
Nigeria,1985,0,-8.75,2.52M
Nigeria,1986,0,-10.8,2.49M
Nigeria,1987,300k,7.54,2.99M
Nigeria,1988,0,6.47,3.47M
Nigeria,1989,0,12.8,3.3M
Nigeria,1990,0,-0.618,3.22M
Nigeria,1991,0,0.434,3.49M
Nigeria,1992,0,2.09,3.97M
Nigeria,1993,580k,0.91,3.63M
Nigeria,1994,0,-0.307,3.95M
Nigeria,1995,0,4.99,4.44M
Nigeria,1996,0,2.8,4.28M
Nigeria,1997,107k,2.72,5.17M
Nigeria,1998,117k,0.474,3.73M
Nigeria,1999,5500,5.32,9.63M
Nigeria,2000,90.1k,7.64,13.1M
Nigeria,2001,200,21.4,14.7M
Nigeria,2002,210k,10.2,18.4M
Nigeria,2003,30k,10.5,19.7M
Nigeria,2004,4060,6.51,19.8M
Nigeria,2005,13k,6.03,23.1M
Netherlands,1970,0,4.64,33.2M
Netherlands,1971,0,3.05,44.2M
Netherlands,1972,0,5.42,53.8M
Netherlands,1973,0,4.59,63.8M
Netherlands,1974,0,0.483,69.1M
Netherlands,1975,0,4.88,73.8M
Netherlands,1976,0,3,74M
Netherlands,1977,0,2.92,67.8M
Netherlands,1978,0,2.1,71.1M
Netherlands,1979,0,1.83,68.7M
Netherlands,1980,0,-0.325,63.8M
Netherlands,1981,0,-0.949,54.6M
Netherlands,1982,0,2.24,58.1M
Netherlands,1983,0,3.54,58.8M
Netherlands,1984,0,3.08,61.6M
Netherlands,1985,0,3.43,56.3M
Netherlands,1986,0,2.11,56.4M
Netherlands,1987,0,3.69,49.8M
Netherlands,1988,0,4.78,54.4M
Netherlands,1989,0,4.52,54.5M
Netherlands,1990,0,2.64,61.7M
Netherlands,1991,0,2.03,61.9M
Netherlands,1992,13k,1.69,63.1M
Netherlands,1993,0,3.38,59.9M
Netherlands,1994,0,3.6,60.9M
Netherlands,1995,0,3.99,68.9M
Netherlands,1996,0,4.64,61M
Netherlands,1997,2000,4.21,58.2M
Netherlands,1998,0,4.91,54.1M
Netherlands,1999,0,4.04,52.8M
Netherlands,2000,0,2.04,55.6M
Netherlands,2001,0,0.352,54.6M
Netherlands,2002,0,0.715,52.2M
Netherlands,2003,0,2.73,61.6M
Netherlands,2004,0,2.09,56.2M
Netherlands,2005,0,3.69,55.5M
Norway,1970,0,5.42,0
Norway,1971,0,5.24,0
Norway,1972,0,4.58,0
Norway,1973,0,4.38,0
Norway,1974,0,5.42,0
Norway,1975,0,6.08,0
Norway,1976,0,4.46,2.27M
Norway,1977,0,3.67,12.1M
Norway,1978,0,4.68,17.6M
Norway,1979,0,5.16,21.4M
Norway,1980,0,1.13,21.3M
Norway,1981,0,0.346,20.4M
Norway,1982,0,3.76,20.2M
Norway,1983,0,6.16,22.2M
Norway,1984,0,5.45,22.3M
Norway,1985,0,3.83,22.3M
Norway,1986,0,2.18,24M
Norway,1987,0,0.0329,24.2M
Norway,1988,0,1.19,24.5M
Norway,1989,0,2.38,21.7M
Norway,1990,0,3.86,21.4M
Norway,1991,0,3.45,22M
Norway,1992,0,2.88,21.2M
Norway,1993,0,5.46,22.9M
Norway,1994,4000,4.62,23.7M
Norway,1995,0,5.55,31.9M
Norway,1996,0,5.45,36.6M
Norway,1997,0,2.35,37.7M
Norway,1998,0,2.18,41.4M
Norway,1999,600,3.36,42.5M
Norway,2000,1500,2.17,46.1M
Norway,2001,0,1.72,56M
Norway,2002,0,1.27,62.3M
Norway,2003,0,4.26,67.6M
Norway,2004,0,3.32,73.3M
Norway,2005,0,2.41,75.7M
Pakistan,1970,0,0.545,2.5M
Pakistan,1971,0,0.888,2.31M
Pakistan,1972,4.8M,7.41,2.63M
Pakistan,1973,0,3.85,2.91M
Pakistan,1974,0,4.73,3.27M
Pakistan,1975,5.57M,6.11,3.34M
Pakistan,1976,1.02M,4.99,3.65M
Pakistan,1977,2.25M,8.98,3.75M
Pakistan,1978,3210,4.13,4.22M
Pakistan,1979,86.3k,10.4,5.16M
Pakistan,1980,82,7.63,5.62M
Pakistan,1981,10.1k,7.63,6.13M
Pakistan,1982,64.3k,7.37,6.05M
Pakistan,1983,2040,4.97,6.2M
Pakistan,1984,0,9.53,6.33M
Pakistan,1985,0,6.73,6.79M
Pakistan,1986,0,6.09,7.27M
Pakistan,1987,1M,6.66,7.71M
Pakistan,1988,142k,5.05,8.22M
Pakistan,1989,0,4.82,8.78M
Pakistan,1990,24,5.57,9.48M
Pakistan,1991,12.8M,7.93,9.3M
Pakistan,1992,261k,2.3,10.7M
Pakistan,1993,840k,3.84,10.9M
Pakistan,1994,1.26M,5.01,11.2M
Pakistan,1995,1.3M,4.82,12.2M
Pakistan,1996,852k,1.12,12.1M
Pakistan,1997,201k,2.66,12.8M
Pakistan,1998,1080,3.68,14.6M
Pakistan,1999,0,2.97,15.4M
Pakistan,2000,400k,1.24,16.3M
Pakistan,2001,4050,3.11,17.7M
Pakistan,2002,1.27M,4.74,22M
Pakistan,2003,5,7.31,26.4M
Pakistan,2004,7.53M,7.45,28M
Pakistan,2005,8530,5.76,28.6M
Peru,1970,330k,4.47,408k
Peru,1971,0,3.18,392k
Peru,1972,0,5.25,384k
Peru,1973,0,5.26,396k
Peru,1974,0,7.93,488k
Peru,1975,0,1.44,530k
Peru,1976,961,0.00154,526k
Peru,1977,22k,0.0322,550k
Peru,1978,0,5.98,508k
Peru,1979,36.1k,4.59,546k
Peru,1980,5070,4.42,627k
Peru,1981,55.3k,0.457,658k
Peru,1982,0,-13.2,434k
Peru,1983,0,4.71,586k
Peru,1984,0,2.03,457k
Peru,1985,200k,10.1,485k
Peru,1986,28.7k,8.62,482k
Peru,1987,38,-8.19,454k
Peru,1988,538,-12.2,385k
Peru,1989,2660,-5.13,369k
Peru,1990,0,2.39,346k
Peru,1991,30k,-1.05,312k
Peru,1992,219k,5.49,329k
Peru,1993,101k,13.3,343k
Peru,1994,0,8.38,332k
Peru,1995,0,2.15,337k
Peru,1996,0,8.5,199k
Peru,1997,0,0.0493,338k
Peru,1998,491k,0.873,340k
Peru,1999,72,3.05,286k
Peru,2000,66.3k,0.0775,306k
Peru,2001,10.9k,4.78,366k
Peru,2002,65.5k,3.77,433k
Peru,2003,7500,2.99,712k
Peru,2004,0,6.17,1.26M
Peru,2005,15.3k,7.28,1.47M
Poland,1970,0,7.2,4.54M
Poland,1971,0,7.35,4.8M
Poland,1972,0,7.51,4.87M
Poland,1973,0,5.82,4.71M
Poland,1974,0,4.63,4.85M
Poland,1975,0,2.43,5.28M
Poland,1976,1000,1.84,5.56M
Poland,1977,0,3.67,5.96M
Poland,1978,0,-1.85,5.35M
Poland,1979,4500,-2.48,4.54M
Poland,1980,0,-5.27,4.04M
Poland,1981,16.8k,-0.85,3.72M
Poland,1982,0,4.93,3.64M
Poland,1983,0,3.67,4M
Poland,1984,0,0.93,4.13M
Poland,1985,0,3.06,3.75M
Poland,1986,0,-1.44,3.77M
Poland,1987,0,2.31,3.74M
Poland,1988,0,-1.46,3.46M
Poland,1989,0,-9.75,2.38M
Poland,1990,0,-7.09,2.66M
Poland,1991,0,2.43,2.56M
Poland,1992,0,3.66,3.27M
Poland,1993,0,5.21,3.1M
Poland,1994,0,6.88,3.17M
Poland,1995,0,5.94,3.14M
Poland,1996,225k,6.7,3.2M
Poland,1997,1210,5.42,3.25M
Poland,1998,0,4.51,3.1M
Poland,1999,0,4.12,3.31M
Poland,2000,15k,1.15,3.49M
Poland,2001,0,1.4,3.57M
Poland,2002,0,3.83,3.61M
Poland,2003,600,5.34,3.93M
Poland,2004,3600,3.22,3.88M
Poland,2005,500,6.29,3.88M
Romania,1970,0,14.1,20M
Romania,1971,0,6.48,20.4M
Romania,1972,0,3.31,21.6M
Romania,1973,0,5.55,22.3M
Romania,1974,1M,4.38,24.3M
Romania,1975,0,5.12,26.5M
Romania,1976,0,2.24,28M
Romania,1977,0,3.39,28.2M
Romania,1978,0,2.96,27M
Romania,1979,0,0.423,27.8M
Romania,1980,0,-0.587,29.3M
Romania,1981,0,0.109,29.6M
Romania,1982,0,-0.713,29.4M
Romania,1983,2000,4.18,29.2M
Romania,1984,0,-0.0118,27.9M
Romania,1985,0,1.89,28.2M
Romania,1986,0,-1.92,26.8M
Romania,1987,0,-0.0864,26.3M
Romania,1988,0,-3.2,23.6M
Romania,1989,0,-10.8,22.9M
Romania,1990,15.1k,-12.9,20.1M
Romania,1991,0,-9.05,17.6M
Romania,1992,0,1.06,16.8M
Romania,1993,2,3.41,14.8M
Romania,1994,5000,6.71,14.4M
Romania,1995,0,3.68,13.8M
Romania,1996,122k,-6.25,11.9M
Romania,1997,12k,-5,11.1M
Romania,1998,9070,-1.44,11.2M
Romania,1999,63.4k,1.81,11M
Romania,2000,14.8k,5.38,10.8M
Romania,2001,8710,4.69,10.6M
Romania,2002,603,4.61,10.4M
Romania,2003,28.1k,8.22,10.4M
Romania,2004,58.1k,3.87,9.7M
Romania,2005,24.6k,7.71,9.56M
Saudi Arabia,1970,0,16.1,1.1M
Saudi Arabia,1971,0,17.3,1.25M
Saudi Arabia,1972,0,22,1.47M
Saudi Arabia,1973,0,17.5,1.86M
Saudi Arabia,1974,0,0.77,2.21M
Saudi Arabia,1975,0,8.46,2.39M
Saudi Arabia,1976,0,14.1,3.36M
Saudi Arabia,1977,0,4.73,4.64M
Saudi Arabia,1978,0,5.5,5.69M
Saudi Arabia,1979,0,9.44,7.94M
Saudi Arabia,1980,0,8.17,9.26M
Saudi Arabia,1981,0,2.29,9.82M
Saudi Arabia,1982,0,-10.3,9.58M
Saudi Arabia,1983,0,0.00505,14.9M
Saudi Arabia,1984,5030,-6.98,15.4M
Saudi Arabia,1985,0,-6.23,20.6M
Saudi Arabia,1986,0,4.56,21.9M
Saudi Arabia,1987,0,2.99,23.8M
Saudi Arabia,1988,0,3.38,24.3M
Saudi Arabia,1989,0,16.2,27.4M
Saudi Arabia,1990,0,10.3,28.7M
Saudi Arabia,1991,0,2,31.2M
Saudi Arabia,1992,0,-4.05,32.7M
Saudi Arabia,1993,0,-2.66,34.9M
Saudi Arabia,1994,0,-1.87,35.1M
Saudi Arabia,1995,0,-0.281,36.3M
Saudi Arabia,1996,0,0.342,37M
Saudi Arabia,1997,0,0.095,38.2M
Saudi Arabia,1998,0,-1.92,37.7M
Saudi Arabia,1999,0,4.29,40.7M
Saudi Arabia,2000,0,0.733,43.9M
Saudi Arabia,2001,19,1.05,46.3M
Saudi Arabia,2002,13.1k,9.15,49.1M
Saudi Arabia,2003,435,6.73,53.7M
Saudi Arabia,2004,130,7.3,58.2M
Saudi Arabia,2005,0,5.33,60M
Syria,1970,0,9.38,0
Syria,1971,0,24.5,0
Syria,1972,0,-8.91,0
Syria,1973,205k,23.6,0
Syria,1974,0,19,0
Syria,1975,0,10.4,27k
Syria,1976,0,-1.78,30.1k
Syria,1977,0,8.16,29k
Syria,1978,0,3.14,29.9k
Syria,1979,0,11.5,40.2k
Syria,1980,0,9.14,40.6k
Syria,1981,0,1.53,42.3k
Syria,1982,0,0.849,64.3k
Syria,1983,0,-4.64,109k
Syria,1984,0,5.4,129k
Syria,1985,0,-5.65,326k
Syria,1986,0,1.08,321k
Syria,1987,0,12.4,760k
Syria,1988,0,-9.61,1.24M
Syria,1989,0,6.67,1.37M
Syria,1990,0,6.27,1.6M
Syria,1991,0,6.7,1.65M
Syria,1992,0,10.3,1.64M
Syria,1993,0,7.3,1.77M
Syria,1994,0,5.57,2.24M
Syria,1995,0,6.33,2.38M
Syria,1996,0,1.71,3.7M
Syria,1997,0,6.78,4.66M
Syria,1998,0,-3.7,4.62M
Syria,1999,0,1.9,4.62M
Syria,2000,0,3.57,4.73M
Syria,2001,0,5.99,5.24M
Syria,2002,0,1.25,5.55M
Syria,2003,0,2.84,5.11M
Syria,2004,0,4.32,4.94M
Syria,2005,6,4.92,5.07M
Thailand,1970,0,4.8,0
Thailand,1971,0,4.32,0
Thailand,1972,0,10.2,0
Thailand,1973,0,4.73,0
Thailand,1974,3M,5.23,0
Thailand,1975,0,9.43,0
Thailand,1976,0,10.1,0
Thailand,1977,2.03M,10.1,0
Thailand,1978,0,5.33,0
Thailand,1979,630k,4.51,0
Thailand,1980,0,6.03,234k
Thailand,1981,0,5.49,1.19M
Thailand,1982,1M,5.75,1.41M
Thailand,1983,786k,5.99,2.1M
Thailand,1984,7660,4.97,2.76M
Thailand,1985,27.8k,5.95,3.22M
Thailand,1986,24,9.98,4.5M
Thailand,1987,1.11M,13.7,5.33M
Thailand,1988,0,12.4,5.33M
Thailand,1989,0,11.2,5.8M
Thailand,1990,16.6k,8.34,7.19M
Thailand,1991,0,7.63,7.67M
Thailand,1992,889k,7.82,8.64M
Thailand,1993,171k,8.47,9.55M
Thailand,1994,4.28M,8.81,10.1M
Thailand,1995,5M,5.72,11.7M
Thailand,1996,14,-1.38,14.4M
Thailand,1997,0,-10.4,15.6M
Thailand,1998,284k,4.77,17.1M
Thailand,1999,3.31M,5.2,18M
Thailand,2000,471k,2.59,17.5M
Thailand,2001,3.29M,5.76,18.3M
Thailand,2002,108k,7.28,19.1M
Thailand,2003,507k,6.65,19.9M
Thailand,2004,819k,4.76,21.1M
Thailand,2005,2.56M,5.31,21.6M
Trinidad and Tobago,1970,0,1.37,1.6M
Trinidad and Tobago,1971,0,5.15,1.66M
Trinidad and Tobago,1972,0,1.36,1.59M
Trinidad and Tobago,1973,0,5,1.45M
Trinidad and Tobago,1974,0,1.62,1.32M
Trinidad and Tobago,1975,0,9.16,1.49M
Trinidad and Tobago,1976,0,5.82,1.75M
Trinidad and Tobago,1977,0,11.4,2.09M
Trinidad and Tobago,1978,0,4.45,2.16M
Trinidad and Tobago,1979,0,7.99,2.44M
Trinidad and Tobago,1980,0,5.14,2.68M
Trinidad and Tobago,1981,0,-5.36,3.26M
Trinidad and Tobago,1982,0,-7.53,3.38M
Trinidad and Tobago,1983,0,6.17,3.54M
Trinidad and Tobago,1984,0,-4.11,3.62M
Trinidad and Tobago,1985,0,-3.43,3.71M
Trinidad and Tobago,1986,0,-4.77,3.93M
Trinidad and Tobago,1987,0,-3.89,4.52M
Trinidad and Tobago,1988,0,-0.42,4.53M
Trinidad and Tobago,1989,0,2.39,4.7M
Trinidad and Tobago,1990,0,4.75,4.76M
Trinidad and Tobago,1991,0,0.401,4.6M
Trinidad and Tobago,1992,15,0.375,5.16M
Trinidad and Tobago,1993,0,5.78,5.91M
Trinidad and Tobago,1994,0,5.45,6.35M
Trinidad and Tobago,1995,200,5.3,7.17M
Trinidad and Tobago,1996,0,4.6,7.78M
Trinidad and Tobago,1997,0,5.92,7.78M
Trinidad and Tobago,1998,0,7.82,9.81M
Trinidad and Tobago,1999,0,5.9,11.9M
Trinidad and Tobago,2000,0,5.39,12.7M
Trinidad and Tobago,2001,0,4.36,14.8M
Trinidad and Tobago,2002,0,14.1,21.7M
Trinidad and Tobago,2003,0,7.65,24.6M
Trinidad and Tobago,2004,0,10.2,25.8M
Trinidad and Tobago,2005,0,13.3,30.6M
United States,1970,0,2.74,505M
United States,1971,3240,5.12,504M
United States,1972,56,5.61,503M
United States,1973,0,-0.291,481M
United States,1974,0,-0.348,445M
United States,1975,139,5.22,442M
United States,1976,2840,4.48,444M
United States,1977,27,5.6,442M
United States,1978,0,3.26,455M
United States,1979,117k,-0.172,451M
United States,1980,30,2.48,447M
United States,1981,11,-1.88,415M
United States,1982,10,4.24,376M
United States,1983,5530,7.38,408M
United States,1984,5560,3.95,385M
United States,1985,2010,3.52,375M
United States,1986,0,3.62,389M
United States,1987,0,4.3,399M
United States,1988,0,3.51,405M
United States,1989,3390,1.61,416M
United States,1990,15,-0.626,413M
United States,1991,0,2.96,417M
United States,1992,44k,2.52,421M
United States,1993,14.1k,3.9,439M
United States,1994,115k,2.43,433M
United States,1995,243k,3.72,439M
United States,1996,191k,4.46,440M
United States,1997,37k,4.41,445M
United States,1998,100,4.88,439M
United States,1999,3650,4.16,446M
United States,2000,23.8k,1.16,457M
United States,2001,146k,1.91,440M
United States,2002,3220,2.66,445M
United States,2003,5340,3.49,433M
United States,2004,18.3k,3.08,421M
United States,2005,74.1k,2.61,431M
Venezuela,1970,0,4.45,7.13M
Venezuela,1971,0,4.22,7.09M
Venezuela,1972,0,8.1,8.73M
Venezuela,1973,0,7.76,9.23M
Venezuela,1974,0,7.58,8.98M
Venezuela,1975,0,10.8,11.1M
Venezuela,1976,0,7.31,12.1M
Venezuela,1977,0,2.74,12.3M
Venezuela,1978,0,1.52,13.7M
Venezuela,1979,0,-2.28,14.1M
Venezuela,1980,0,-0.337,14.2M
Venezuela,1981,0,-2.2,15.2M
Venezuela,1982,0,-7.48,14.9M
Venezuela,1983,0,-2.84,16.5M
Venezuela,1984,15k,0.206,16.5M
Venezuela,1985,0,4.31,18.2M
Venezuela,1986,69,7.87,17.7M
Venezuela,1987,5550,7.54,18.2M
Venezuela,1988,0,-6.54,18.6M
Venezuela,1989,0,5.5,21M
Venezuela,1990,0,8.15,20.9M
Venezuela,1991,0,7.25,20.6M
Venezuela,1992,0,0.373,22.3M
Venezuela,1993,26,-3.83,23.6M
Venezuela,1994,0,2.4,26.2M
Venezuela,1995,51.5k,-0.0496,28.4M
Venezuela,1996,18k,6.67,29.4M
Venezuela,1997,0,0.497,30.9M
Venezuela,1998,574k,-5.86,26.2M
Venezuela,1999,27k,4.02,26.7M
Venezuela,2000,0,3.74,28.2M
Venezuela,2001,55.4k,-8.74,27.1M
Venezuela,2002,651,-7.57,24.1M
Venezuela,2003,4040,18.9,27.1M
Venezuela,2004,45.9k,10.2,26.2M
Venezuela,2005,135,10.3,30M
Vietnam,1970,0,4.95,0
Vietnam,1971,0,8.76,0
Vietnam,1972,0,6.5,0
Vietnam,1973,0,-4.4,0
Vietnam,1974,0,-7.7,0
Vietnam,1975,0,15.9,0
Vietnam,1976,0,2.61,0
Vietnam,1977,4.08M,-0.0732,0
Vietnam,1978,0,0.243,0
Vietnam,1979,628k,-3.06,0
Vietnam,1980,0,3.32,8300
Vietnam,1981,0,8.06,15.8k
Vietnam,1982,0,5.53,54.3k
Vietnam,1983,38k,9,47.3k
Vietnam,1984,2.8M,5.99,29.5k
Vietnam,1985,165,2.82,30.7k
Vietnam,1986,0,3.54,30.7k
Vietnam,1987,0,5.95,23.2k
Vietnam,1988,0,4.21,27.4k
Vietnam,1989,10.3k,5.08,33.2k
Vietnam,1990,296k,5.93,59.7k
Vietnam,1991,110k,8.94,174k
Vietnam,1992,15.1k,8.27,207k
Vietnam,1993,382k,8.91,207k
Vietnam,1994,400k,9.54,121k
Vietnam,1995,375k,9.25,238k
Vietnam,1996,0,7.99,441k
Vietnam,1997,32.5k,5.58,747k
Vietnam,1998,5.78M,4.61,1.08M
Vietnam,1999,5.03M,6.65,1.33M
Vietnam,2000,1.61M,6.81,1.66M
Vietnam,2001,1.43M,7.04,1.99M
Vietnam,2002,417k,7.26,1.97M
Vietnam,2003,35.1k,7.82,3.45M
Vietnam,2004,92.6k,8.44,5.34M
Vietnam,2005,52.3k,8.05,5.81M
Yemen,1970,0,16.6,0
Yemen,1971,0,7.2,0
Yemen,1972,0,11.4,0
Yemen,1973,0,5.33,0
Yemen,1974,0,7.61,0
Yemen,1975,0,15.5,0
Yemen,1976,0,11.5,0
Yemen,1977,0,9.32,0
Yemen,1978,0,6.6,0
Yemen,1979,0,1.67,0
Yemen,1980,0,7.4,0
Yemen,1981,0,3.04,0
Yemen,1982,0,7.15,0
Yemen,1983,0,5.17,0
Yemen,1984,0,0.267,0
Yemen,1985,0,3.06,0
Yemen,1986,0,4.75,0
Yemen,1987,0,4.92,0
Yemen,1988,0,4.31,0
Yemen,1989,0,0.991,0
Yemen,1990,30k,1.46,0
Yemen,1991,0,6.33,0
Yemen,1992,21.5k,4.15,0
Yemen,1993,0,3.26,0
Yemen,1994,0,12,0
Yemen,1995,244k,6.46,0
Yemen,1996,0,8.12,0
Yemen,1997,3310,4.59,0
Yemen,1998,19.8k,3.36,0
Yemen,1999,0,5.78,0
Yemen,2000,33,3.44,0
Yemen,2001,753,3.55,0
Yemen,2002,15,3.35,0
Yemen,2003,0,3.63,0
Yemen,2004,743,4.26,0
Yemen,2005,2350,3.18,0